127.0.0.1 - - [30/Jun/2026 12:48:18] "GET /api/v1/health HTTP/1.1" 200 439
127.0.0.1 - - [30/Jun/2026 12:48:19] "GET /studio?token=token-frontline-smoke HTTP/1.1" 302 0
127.0.0.1 - - [30/Jun/2026 12:48:19] "GET /studio HTTP/1.1" 200 642
127.0.0.1 - - [30/Jun/2026 12:48:20] "GET /app-static/frontend/frontline_research_studio/dist/assets/frontline-research-studio.js HTTP/1.1" 200 199099
127.0.0.1 - - [30/Jun/2026 12:48:20] "GET /app-static/frontend/frontline_research_studio/dist/assets/frontline-research-studio.css HTTP/1.1" 200 10270
127.0.0.1 - - [30/Jun/2026 12:48:20] "GET /api/v1/session HTTP/1.1" 200 7162
127.0.0.1 - - [30/Jun/2026 12:48:20] "GET /favicon.ico HTTP/1.1" 404 46
127.0.0.1 - - [30/Jun/2026 12:48:20] "GET /api/v1/projects HTTP/1.1" 200 16
127.0.0.1 - - [30/Jun/2026 12:48:20] "GET /api/v1/studies HTTP/1.1" 200 15
127.0.0.1 - - [30/Jun/2026 12:48:20] "GET /api/v1/validation-jobs HTTP/1.1" 200 12
127.0.0.1 - - [30/Jun/2026 12:48:20] "GET /api/v1/session HTTP/1.1" 200 7162
127.0.0.1 - - [30/Jun/2026 12:48:20] "GET /api/v1/projects HTTP/1.1" 200 16
127.0.0.1 - - [30/Jun/2026 12:48:20] "GET /api/v1/studies HTTP/1.1" 200 15
127.0.0.1 - - [30/Jun/2026 12:48:20] "GET /api/v1/validation-jobs HTTP/1.1" 200 12
127.0.0.1 - - [30/Jun/2026 12:48:20] "GET /studio/studies/new HTTP/1.1" 200 654
127.0.0.1 - - [30/Jun/2026 12:48:20] "GET /app-static/frontend/frontline_research_studio/dist/assets/frontline-research-studio.js HTTP/1.1" 200 199099
127.0.0.1 - - [30/Jun/2026 12:48:20] "GET /app-static/frontend/frontline_research_studio/dist/assets/frontline-research-studio.css HTTP/1.1" 200 10270
127.0.0.1 - - [30/Jun/2026 12:48:20] "GET /api/v1/session HTTP/1.1" 200 7162
127.0.0.1 - - [30/Jun/2026 12:48:21] "GET /api/v1/projects HTTP/1.1" 200 16
127.0.0.1 - - [30/Jun/2026 12:48:21] "GET /api/v1/studies HTTP/1.1" 200 15
127.0.0.1 - - [30/Jun/2026 12:48:21] "GET /api/v1/validation-jobs HTTP/1.1" 200 12
127.0.0.1 - - [30/Jun/2026 12:48:21] "POST /api/v1/projects HTTP/1.1" 201 636
127.0.0.1 - - [30/Jun/2026 12:48:21] "POST /api/v1/studies HTTP/1.1" 201 5262
127.0.0.1 - - [30/Jun/2026 12:48:21] "GET /api/v1/session HTTP/1.1" 200 7162
127.0.0.1 - - [30/Jun/2026 12:48:21] "GET /api/v1/projects HTTP/1.1" 200 655
127.0.0.1 - - [30/Jun/2026 12:48:21] "GET /api/v1/studies HTTP/1.1" 200 5266
127.0.0.1 - - [30/Jun/2026 12:48:21] "GET /api/v1/validation-jobs HTTP/1.1" 200 12
127.0.0.1 - - [30/Jun/2026 12:48:21] "GET /api/v1/study-reports?study_id=study_33f62298fd82 HTTP/1.1" 200 21
127.0.0.1 - - [30/Jun/2026 12:48:21] "GET /api/v1/evidence-views?study_id=study_33f62298fd82 HTTP/1.1" 200 22
127.0.0.1 - - [30/Jun/2026 12:48:21] "GET /api/v1/decision-logs?study_id=study_33f62298fd82 HTTP/1.1" 200 21
127.0.0.1 - - [30/Jun/2026 12:48:21] "GET /api/v1/share-bundles?study_id=study_33f62298fd82 HTTP/1.1" 200 21
127.0.0.1 - - [30/Jun/2026 12:48:22] "GET /api/v1/session HTTP/1.1" 200 7162
127.0.0.1 - - [30/Jun/2026 12:48:22] "GET /api/v1/session HTTP/1.1" 200 7162
127.0.0.1 - - [30/Jun/2026 12:48:22] "GET /api/v1/projects HTTP/1.1" 200 655
127.0.0.1 - - [30/Jun/2026 12:48:22] "GET /api/v1/projects HTTP/1.1" 200 655
127.0.0.1 - - [30/Jun/2026 12:48:22] "GET /api/v1/studies HTTP/1.1" 200 5266
127.0.0.1 - - [30/Jun/2026 12:48:22] "GET /api/v1/studies HTTP/1.1" 200 5266
127.0.0.1 - - [30/Jun/2026 12:48:22] "GET /api/v1/validation-jobs HTTP/1.1" 200 12
127.0.0.1 - - [30/Jun/2026 12:48:22] "GET /api/v1/validation-jobs HTTP/1.1" 200 12
127.0.0.1 - - [30/Jun/2026 12:48:22] "GET /api/v1/study-reports?study_id=study_33f62298fd82 HTTP/1.1" 200 21
127.0.0.1 - - [30/Jun/2026 12:48:22] "GET /api/v1/evidence-views?study_id=study_33f62298fd82 HTTP/1.1" 200 22
127.0.0.1 - - [30/Jun/2026 12:48:22] "GET /api/v1/decision-logs?study_id=study_33f62298fd82 HTTP/1.1" 200 21
127.0.0.1 - - [30/Jun/2026 12:48:22] "GET /api/v1/share-bundles?study_id=study_33f62298fd82 HTTP/1.1" 200 21
127.0.0.1 - - [30/Jun/2026 12:48:22] "GET /api/v1/study-reports?study_id=study_33f62298fd82 HTTP/1.1" 200 21
127.0.0.1 - - [30/Jun/2026 12:48:22] "GET /api/v1/evidence-views?study_id=study_33f62298fd82 HTTP/1.1" 200 22
127.0.0.1 - - [30/Jun/2026 12:48:22] "GET /api/v1/decision-logs?study_id=study_33f62298fd82 HTTP/1.1" 200 21
127.0.0.1 - - [30/Jun/2026 12:48:22] "GET /api/v1/share-bundles?study_id=study_33f62298fd82 HTTP/1.1" 200 21
127.0.0.1 - - [30/Jun/2026 12:48:23] "GET /api/v1/session HTTP/1.1" 200 7162
127.0.0.1 - - [30/Jun/2026 12:48:23] "POST /api/v1/studies/study_33f62298fd82/frontline-plan-proposals HTTP/1.1" 201 13903
127.0.0.1 - - [30/Jun/2026 12:48:23] "GET /api/v1/projects HTTP/1.1" 200 655
127.0.0.1 - - [30/Jun/2026 12:48:23] "GET /api/v1/session HTTP/1.1" 200 7162
127.0.0.1 - - [30/Jun/2026 12:48:23] "GET /api/v1/studies HTTP/1.1" 200 12174
127.0.0.1 - - [30/Jun/2026 12:48:23] "GET /api/v1/projects HTTP/1.1" 200 655
127.0.0.1 - - [30/Jun/2026 12:48:23] "GET /api/v1/validation-jobs HTTP/1.1" 200 12
127.0.0.1 - - [30/Jun/2026 12:48:23] "GET /api/v1/studies HTTP/1.1" 200 12174
127.0.0.1 - - [30/Jun/2026 12:48:23] "GET /api/v1/study-reports?study_id=study_33f62298fd82 HTTP/1.1" 200 21
127.0.0.1 - - [30/Jun/2026 12:48:23] "GET /api/v1/evidence-views?study_id=study_33f62298fd82 HTTP/1.1" 200 22
127.0.0.1 - - [30/Jun/2026 12:48:23] "GET /api/v1/decision-logs?study_id=study_33f62298fd82 HTTP/1.1" 200 21
127.0.0.1 - - [30/Jun/2026 12:48:23] "GET /api/v1/share-bundles?study_id=study_33f62298fd82 HTTP/1.1" 200 21
127.0.0.1 - - [30/Jun/2026 12:48:23] "GET /api/v1/validation-jobs HTTP/1.1" 200 12
127.0.0.1 - - [30/Jun/2026 12:48:23] "POST /api/v1/studies/study_33f62298fd82/frontline-plan-revisions HTTP/1.1" 201 19081
127.0.0.1 - - [30/Jun/2026 12:48:23] "GET /api/v1/study-reports?study_id=study_33f62298fd82 HTTP/1.1" 200 21
127.0.0.1 - - [30/Jun/2026 12:48:23] "GET /api/v1/evidence-views?study_id=study_33f62298fd82 HTTP/1.1" 200 22
127.0.0.1 - - [30/Jun/2026 12:48:24] "GET /api/v1/decision-logs?study_id=study_33f62298fd82 HTTP/1.1" 200 21
127.0.0.1 - - [30/Jun/2026 12:48:24] "GET /api/v1/share-bundles?study_id=study_33f62298fd82 HTTP/1.1" 200 21
127.0.0.1 - - [30/Jun/2026 12:48:24] "GET /api/v1/session HTTP/1.1" 200 7162
127.0.0.1 - - [30/Jun/2026 12:48:24] "GET /api/v1/projects HTTP/1.1" 200 655
127.0.0.1 - - [30/Jun/2026 12:48:24] "GET /api/v1/studies HTTP/1.1" 200 17418
127.0.0.1 - - [30/Jun/2026 12:48:24] "GET /api/v1/validation-jobs HTTP/1.1" 200 12
127.0.0.1 - - [30/Jun/2026 12:48:24] "GET /api/v1/study-reports?study_id=study_33f62298fd82 HTTP/1.1" 200 21
127.0.0.1 - - [30/Jun/2026 12:48:24] "GET /api/v1/evidence-views?study_id=study_33f62298fd82 HTTP/1.1" 200 22
127.0.0.1 - - [30/Jun/2026 12:48:24] "GET /api/v1/decision-logs?study_id=study_33f62298fd82 HTTP/1.1" 200 21
127.0.0.1 - - [30/Jun/2026 12:48:24] "GET /api/v1/share-bundles?study_id=study_33f62298fd82 HTTP/1.1" 200 21
127.0.0.1 - - [30/Jun/2026 12:48:24] "POST /api/v1/studies/study_33f62298fd82/frontline-runs HTTP/1.1" 202 21405
127.0.0.1 - - [30/Jun/2026 12:48:24] "GET /api/v1/session HTTP/1.1" 200 7162
127.0.0.1 - - [30/Jun/2026 12:48:24] "GET /api/v1/projects HTTP/1.1" 200 655
127.0.0.1 - - [30/Jun/2026 12:48:24] "GET /api/v1/studies HTTP/1.1" 200 17500
127.0.0.1 - - [30/Jun/2026 12:48:25] "GET /api/v1/validation-jobs HTTP/1.1" 200 3636
127.0.0.1 - - [30/Jun/2026 12:48:25] "GET /api/v1/study-reports?study_id=study_33f62298fd82 HTTP/1.1" 200 21
127.0.0.1 - - [30/Jun/2026 12:48:25] "GET /api/v1/evidence-views?study_id=study_33f62298fd82 HTTP/1.1" 200 22
127.0.0.1 - - [30/Jun/2026 12:48:25] "GET /api/v1/decision-logs?study_id=study_33f62298fd82 HTTP/1.1" 200 21
127.0.0.1 - - [30/Jun/2026 12:48:25] "GET /api/v1/share-bundles?study_id=study_33f62298fd82 HTTP/1.1" 200 21
127.0.0.1 - - [30/Jun/2026 12:48:25] "GET /api/v1/evidence-query?job_id=job_20260630_044824_6e569c57&query_text=&active_family=all&sort_by=relevance HTTP/1.1" 200 7528
127.0.0.1 - - [30/Jun/2026 12:48:25] "GET /studio/studies/study_33f62298fd82/runs HTTP/1.1" 200 709
127.0.0.1 - - [30/Jun/2026 12:48:25] "GET /app-static/frontend/frontline_research_studio/dist/assets/frontline-research-studio.js HTTP/1.1" 200 199099
