127.0.0.1 - - [02/Jul/2026 01:04:45] "GET /api/v1/health HTTP/1.1" 200 439
127.0.0.1 - - [02/Jul/2026 01:04:46] "GET /studio?token=token-frontline-smoke HTTP/1.1" 302 0
127.0.0.1 - - [02/Jul/2026 01:04:46] "GET /studio HTTP/1.1" 200 642
127.0.0.1 - - [02/Jul/2026 01:04:46] "GET /app-static/frontend/frontline_research_studio/dist/assets/frontline-research-studio.js HTTP/1.1" 200 276332
127.0.0.1 - - [02/Jul/2026 01:04:46] "GET /app-static/frontend/frontline_research_studio/dist/assets/frontline-research-studio.css HTTP/1.1" 200 14977
127.0.0.1 - - [02/Jul/2026 01:04:46] "GET /favicon.ico HTTP/1.1" 404 46
127.0.0.1 - - [02/Jul/2026 01:04:46] "GET /api/v1/projects HTTP/1.1" 200 16
127.0.0.1 - - [02/Jul/2026 01:04:46] "GET /api/v1/studies HTTP/1.1" 200 15
127.0.0.1 - - [02/Jul/2026 01:04:46] "GET /api/v1/validation-jobs HTTP/1.1" 200 12
127.0.0.1 - - [02/Jul/2026 01:04:46] "GET /api/v1/session HTTP/1.1" 200 7162
127.0.0.1 - - [02/Jul/2026 01:04:47] "GET /studio/studies/new HTTP/1.1" 200 654
127.0.0.1 - - [02/Jul/2026 01:04:47] "GET /api/v1/projects HTTP/1.1" 200 16
127.0.0.1 - - [02/Jul/2026 01:04:47] "GET /api/v1/validation-jobs HTTP/1.1" 200 12
127.0.0.1 - - [02/Jul/2026 01:04:47] "GET /app-static/frontend/frontline_research_studio/dist/assets/frontline-research-studio.js HTTP/1.1" 200 276332
127.0.0.1 - - [02/Jul/2026 01:04:47] "GET /app-static/frontend/frontline_research_studio/dist/assets/frontline-research-studio.css HTTP/1.1" 200 14977
127.0.0.1 - - [02/Jul/2026 01:04:47] "GET /api/v1/studies HTTP/1.1" 200 15
127.0.0.1 - - [02/Jul/2026 01:04:47] "GET /api/v1/session HTTP/1.1" 200 7162
127.0.0.1 - - [02/Jul/2026 01:04:47] "GET /api/v1/persona-library?panel_type=mainstream&sample_size=3&random_seed=17 HTTP/1.1" 200 9099
127.0.0.1 - - [02/Jul/2026 01:04:47] "GET /api/v1/studies HTTP/1.1" 200 15
127.0.0.1 - - [02/Jul/2026 01:04:47] "GET /api/v1/projects HTTP/1.1" 200 16
127.0.0.1 - - [02/Jul/2026 01:04:47] "GET /api/v1/session HTTP/1.1" 200 7162
127.0.0.1 - - [02/Jul/2026 01:04:47] "GET /api/v1/validation-jobs HTTP/1.1" 200 12
127.0.0.1 - - [02/Jul/2026 01:04:47] "POST /api/v1/projects HTTP/1.1" 201 636
127.0.0.1 - - [02/Jul/2026 01:04:47] "POST /api/v1/studies HTTP/1.1" 201 16925
127.0.0.1 - - [02/Jul/2026 01:04:47] "GET /api/v1/persona-library?panel_type=mainstream&sample_size=3&random_seed=17 HTTP/1.1" 200 9099
127.0.0.1 - - [02/Jul/2026 01:04:47] "GET /api/v1/validation-jobs HTTP/1.1" 200 12
127.0.0.1 - - [02/Jul/2026 01:04:47] "GET /api/v1/studies HTTP/1.1" 200 16929
127.0.0.1 - - [02/Jul/2026 01:04:47] "GET /api/v1/session HTTP/1.1" 200 7162
127.0.0.1 - - [02/Jul/2026 01:04:47] "GET /api/v1/projects HTTP/1.1" 200 655
127.0.0.1 - - [02/Jul/2026 01:04:47] "GET /api/v1/study-reports?study_id=study_e79aee66ea7f HTTP/1.1" 200 21
127.0.0.1 - - [02/Jul/2026 01:04:47] "GET /api/v1/evidence-views?study_id=study_e79aee66ea7f HTTP/1.1" 200 22
127.0.0.1 - - [02/Jul/2026 01:04:47] "GET /api/v1/share-bundles?study_id=study_e79aee66ea7f HTTP/1.1" 200 21
127.0.0.1 - - [02/Jul/2026 01:04:47] "GET /api/v1/export-bundles?study_id=study_e79aee66ea7f HTTP/1.1" 200 22
127.0.0.1 - - [02/Jul/2026 01:04:47] "GET /api/v1/decision-logs?study_id=study_e79aee66ea7f HTTP/1.1" 200 21
127.0.0.1 - - [02/Jul/2026 01:04:47] "GET /api/v1/projects HTTP/1.1" 200 655
127.0.0.1 - - [02/Jul/2026 01:04:48] "GET /api/v1/session HTTP/1.1" 200 7162
127.0.0.1 - - [02/Jul/2026 01:04:48] "GET /api/v1/validation-jobs HTTP/1.1" 200 12
127.0.0.1 - - [02/Jul/2026 01:04:48] "GET /api/v1/persona-library?panel_type=mainstream&sample_size=3&random_seed=17 HTTP/1.1" 200 9099
127.0.0.1 - - [02/Jul/2026 01:04:48] "GET /api/v1/studies HTTP/1.1" 200 16929
127.0.0.1 - - [02/Jul/2026 01:04:48] "GET /api/v1/projects HTTP/1.1" 200 655
127.0.0.1 - - [02/Jul/2026 01:04:48] "GET /api/v1/validation-jobs HTTP/1.1" 200 12
127.0.0.1 - - [02/Jul/2026 01:04:48] "GET /api/v1/studies HTTP/1.1" 200 16929
127.0.0.1 - - [02/Jul/2026 01:04:48] "GET /api/v1/projects HTTP/1.1" 200 655
127.0.0.1 - - [02/Jul/2026 01:04:48] "GET /api/v1/session HTTP/1.1" 200 7162
127.0.0.1 - - [02/Jul/2026 01:04:48] "GET /api/v1/validation-jobs HTTP/1.1" 200 12
127.0.0.1 - - [02/Jul/2026 01:04:48] "GET /api/v1/studies HTTP/1.1" 200 16929
127.0.0.1 - - [02/Jul/2026 01:04:48] "POST /api/v1/persona-library/generation-jobs HTTP/1.1" 201 2502
127.0.0.1 - - [02/Jul/2026 01:04:48] "GET /api/v1/decision-logs?study_id=study_e79aee66ea7f HTTP/1.1" 200 21
127.0.0.1 - - [02/Jul/2026 01:04:48] "GET /api/v1/session HTTP/1.1" 200 7162
127.0.0.1 - - [02/Jul/2026 01:04:48] "GET /api/v1/evidence-views?study_id=study_e79aee66ea7f HTTP/1.1" 200 22
127.0.0.1 - - [02/Jul/2026 01:04:48] "GET /api/v1/export-bundles?study_id=study_e79aee66ea7f HTTP/1.1" 200 22
127.0.0.1 - - [02/Jul/2026 01:04:48] "GET /api/v1/validation-jobs HTTP/1.1" 200 12
127.0.0.1 - - [02/Jul/2026 01:04:48] "GET /api/v1/share-bundles?study_id=study_e79aee66ea7f HTTP/1.1" 200 21
127.0.0.1 - - [02/Jul/2026 01:04:48] "GET /api/v1/study-reports?study_id=study_e79aee66ea7f HTTP/1.1" 200 21
127.0.0.1 - - [02/Jul/2026 01:04:48] "GET /api/v1/projects HTTP/1.1" 200 655
127.0.0.1 - - [02/Jul/2026 01:04:48] "GET /api/v1/persona-library?panel_type=mainstream&sample_size=3&random_seed=17 HTTP/1.1" 200 43468
127.0.0.1 - - [02/Jul/2026 01:04:48] "GET /api/v1/decision-logs?study_id=study_e79aee66ea7f HTTP/1.1" 200 21
127.0.0.1 - - [02/Jul/2026 01:04:48] "GET /api/v1/export-bundles?study_id=study_e79aee66ea7f HTTP/1.1" 200 22
127.0.0.1 - - [02/Jul/2026 01:04:48] "GET /api/v1/study-reports?study_id=study_e79aee66ea7f HTTP/1.1" 200 21
