127.0.0.1 - - [30/Jun/2026 15:50:40] "GET /api/v1/health HTTP/1.1" 200 439
127.0.0.1 - - [30/Jun/2026 15:50:41] "GET /studio?token=token-frontline-smoke HTTP/1.1" 302 0
127.0.0.1 - - [30/Jun/2026 15:50:41] "GET /studio HTTP/1.1" 200 642
127.0.0.1 - - [30/Jun/2026 15:50:41] "GET /app-static/frontend/frontline_research_studio/dist/assets/frontline-research-studio.js HTTP/1.1" 200 222656
127.0.0.1 - - [30/Jun/2026 15:50:41] "GET /app-static/frontend/frontline_research_studio/dist/assets/frontline-research-studio.css HTTP/1.1" 200 12295
127.0.0.1 - - [30/Jun/2026 15:50:41] "GET /api/v1/session HTTP/1.1" 200 7162
127.0.0.1 - - [30/Jun/2026 15:50:41] "GET /api/v1/projects HTTP/1.1" 200 16
127.0.0.1 - - [30/Jun/2026 15:50:41] "GET /api/v1/studies HTTP/1.1" 200 15
127.0.0.1 - - [30/Jun/2026 15:50:41] "GET /api/v1/validation-jobs HTTP/1.1" 200 12
127.0.0.1 - - [30/Jun/2026 15:50:41] "GET /favicon.ico HTTP/1.1" 404 46
127.0.0.1 - - [30/Jun/2026 15:50:42] "GET /api/v1/session HTTP/1.1" 200 7162
127.0.0.1 - - [30/Jun/2026 15:50:42] "GET /api/v1/projects HTTP/1.1" 200 16
127.0.0.1 - - [30/Jun/2026 15:50:42] "GET /api/v1/studies HTTP/1.1" 200 15
127.0.0.1 - - [30/Jun/2026 15:50:42] "GET /api/v1/validation-jobs HTTP/1.1" 200 12
127.0.0.1 - - [30/Jun/2026 15:50:42] "GET /studio/studies/new HTTP/1.1" 200 654
127.0.0.1 - - [30/Jun/2026 15:50:42] "GET /app-static/frontend/frontline_research_studio/dist/assets/frontline-research-studio.js HTTP/1.1" 200 222656
127.0.0.1 - - [30/Jun/2026 15:50:52] "GET /app-static/frontend/frontline_research_studio/dist/assets/frontline-research-studio.css HTTP/1.1" 200 12295
127.0.0.1 - - [30/Jun/2026 15:50:52] "GET /api/v1/session HTTP/1.1" 200 7162
127.0.0.1 - - [30/Jun/2026 15:50:52] "GET /api/v1/projects HTTP/1.1" 200 16
127.0.0.1 - - [30/Jun/2026 15:50:52] "GET /api/v1/studies HTTP/1.1" 200 15
127.0.0.1 - - [30/Jun/2026 15:50:53] "GET /api/v1/persona-library?panel_type=mainstream&sample_size=3&random_seed=17 HTTP/1.1" 200 28768
127.0.0.1 - - [30/Jun/2026 15:50:53] "GET /api/v1/validation-jobs HTTP/1.1" 200 12
127.0.0.1 - - [30/Jun/2026 15:50:53] "POST /api/v1/projects HTTP/1.1" 201 636
127.0.0.1 - - [30/Jun/2026 15:50:53] "POST /api/v1/studies HTTP/1.1" 201 33459
127.0.0.1 - - [30/Jun/2026 15:50:53] "GET /api/v1/session HTTP/1.1" 200 7162
127.0.0.1 - - [30/Jun/2026 15:50:53] "GET /api/v1/projects HTTP/1.1" 200 655
127.0.0.1 - - [30/Jun/2026 15:50:53] "GET /api/v1/studies HTTP/1.1" 200 33463
127.0.0.1 - - [30/Jun/2026 15:50:53] "GET /api/v1/validation-jobs HTTP/1.1" 200 12
127.0.0.1 - - [30/Jun/2026 15:50:53] "GET /api/v1/persona-library?panel_type=mainstream&sample_size=3&random_seed=17 HTTP/1.1" 200 28768
127.0.0.1 - - [30/Jun/2026 15:50:53] "GET /api/v1/study-reports?study_id=study_4a8878024c13 HTTP/1.1" 200 21
127.0.0.1 - - [30/Jun/2026 15:50:53] "GET /api/v1/evidence-views?study_id=study_4a8878024c13 HTTP/1.1" 200 22
127.0.0.1 - - [30/Jun/2026 15:50:53] "GET /api/v1/decision-logs?study_id=study_4a8878024c13 HTTP/1.1" 200 21
127.0.0.1 - - [30/Jun/2026 15:50:53] "GET /api/v1/export-bundles?study_id=study_4a8878024c13 HTTP/1.1" 200 22
127.0.0.1 - - [30/Jun/2026 15:50:53] "GET /api/v1/share-bundles?study_id=study_4a8878024c13 HTTP/1.1" 200 21
127.0.0.1 - - [30/Jun/2026 15:50:54] "GET /api/v1/session HTTP/1.1" 200 7162
127.0.0.1 - - [30/Jun/2026 15:50:54] "GET /api/v1/projects HTTP/1.1" 200 655
127.0.0.1 - - [30/Jun/2026 15:50:54] "GET /api/v1/studies HTTP/1.1" 200 33463
127.0.0.1 - - [30/Jun/2026 15:50:54] "GET /api/v1/validation-jobs HTTP/1.1" 200 12
127.0.0.1 - - [30/Jun/2026 15:50:54] "GET /api/v1/session HTTP/1.1" 200 7162
127.0.0.1 - - [30/Jun/2026 15:50:54] "GET /api/v1/persona-library?panel_type=mainstream&sample_size=3&random_seed=17 HTTP/1.1" 200 28768
127.0.0.1 - - [30/Jun/2026 15:50:54] "GET /api/v1/projects HTTP/1.1" 200 655
127.0.0.1 - - [30/Jun/2026 15:50:54] "POST /api/v1/studies/study_4a8878024c13/frontline-plan-proposals HTTP/1.1" 201 165980
127.0.0.1 - - [30/Jun/2026 15:50:54] "GET /api/v1/studies HTTP/1.1" 200 136648
127.0.0.1 - - [30/Jun/2026 15:50:54] "GET /api/v1/validation-jobs HTTP/1.1" 200 12
127.0.0.1 - - [30/Jun/2026 15:50:54] "GET /api/v1/session HTTP/1.1" 200 7162
127.0.0.1 - - [30/Jun/2026 15:50:55] "GET /api/v1/projects HTTP/1.1" 200 655
127.0.0.1 - - [30/Jun/2026 15:50:55] "GET /api/v1/persona-library?panel_type=mainstream&sample_size=3&random_seed=17 HTTP/1.1" 200 28768
127.0.0.1 - - [30/Jun/2026 15:50:55] "POST /api/v1/studies/study_4a8878024c13/frontline-plan-revisions HTTP/1.1" 201 184582
127.0.0.1 - - [30/Jun/2026 15:50:55] "GET /api/v1/studies HTTP/1.1" 200 169193
