127.0.0.1 - - [30/Jun/2026 15:30:08] "GET /api/v1/health HTTP/1.1" 200 439
127.0.0.1 - - [30/Jun/2026 15:30:09] "GET /studio?token=token-frontline-smoke HTTP/1.1" 302 0
127.0.0.1 - - [30/Jun/2026 15:30:09] "GET /studio HTTP/1.1" 200 642
127.0.0.1 - - [30/Jun/2026 15:30:09] "GET /app-static/frontend/frontline_research_studio/dist/assets/frontline-research-studio.js HTTP/1.1" 200 220806
127.0.0.1 - - [30/Jun/2026 15:30:09] "GET /app-static/frontend/frontline_research_studio/dist/assets/frontline-research-studio.css HTTP/1.1" 200 12295
127.0.0.1 - - [30/Jun/2026 15:30:09] "GET /api/v1/session HTTP/1.1" 200 7162
127.0.0.1 - - [30/Jun/2026 15:30:09] "GET /favicon.ico HTTP/1.1" 404 46
127.0.0.1 - - [30/Jun/2026 15:30:09] "GET /api/v1/projects HTTP/1.1" 200 16
127.0.0.1 - - [30/Jun/2026 15:30:09] "GET /api/v1/studies HTTP/1.1" 200 15
127.0.0.1 - - [30/Jun/2026 15:30:09] "GET /api/v1/validation-jobs HTTP/1.1" 200 12
127.0.0.1 - - [30/Jun/2026 15:30:09] "GET /api/v1/persona-library?panel_type=mainstream&sample_size=3&random_seed=17 HTTP/1.1" 200 28768
127.0.0.1 - - [30/Jun/2026 15:30:10] "GET /api/v1/session HTTP/1.1" 200 7162
127.0.0.1 - - [30/Jun/2026 15:30:10] "GET /studio/studies/new HTTP/1.1" 200 654
127.0.0.1 - - [30/Jun/2026 15:30:10] "GET /api/v1/projects HTTP/1.1" 200 16
127.0.0.1 - - [30/Jun/2026 15:30:10] "GET /app-static/frontend/frontline_research_studio/dist/assets/frontline-research-studio.js HTTP/1.1" 200 220806
127.0.0.1 - - [30/Jun/2026 15:30:10] "GET /app-static/frontend/frontline_research_studio/dist/assets/frontline-research-studio.css HTTP/1.1" 200 12295
127.0.0.1 - - [30/Jun/2026 15:30:10] "GET /api/v1/session HTTP/1.1" 200 7162
127.0.0.1 - - [30/Jun/2026 15:30:10] "GET /api/v1/projects HTTP/1.1" 200 16
127.0.0.1 - - [30/Jun/2026 15:30:10] "GET /api/v1/studies HTTP/1.1" 200 15
127.0.0.1 - - [30/Jun/2026 15:30:10] "GET /api/v1/validation-jobs HTTP/1.1" 200 12
127.0.0.1 - - [30/Jun/2026 15:30:10] "GET /api/v1/persona-library?panel_type=mainstream&sample_size=3&random_seed=17 HTTP/1.1" 200 28768
127.0.0.1 - - [30/Jun/2026 15:30:10] "POST /api/v1/projects HTTP/1.1" 201 636
127.0.0.1 - - [30/Jun/2026 15:30:10] "POST /api/v1/studies HTTP/1.1" 201 33459
127.0.0.1 - - [30/Jun/2026 15:30:11] "GET /api/v1/session HTTP/1.1" 200 7162
127.0.0.1 - - [30/Jun/2026 15:30:11] "GET /api/v1/projects HTTP/1.1" 200 655
127.0.0.1 - - [30/Jun/2026 15:30:11] "GET /api/v1/studies HTTP/1.1" 200 33463
127.0.0.1 - - [30/Jun/2026 15:30:11] "GET /api/v1/validation-jobs HTTP/1.1" 200 12
127.0.0.1 - - [30/Jun/2026 15:30:11] "GET /api/v1/persona-library?panel_type=mainstream&sample_size=3&random_seed=17 HTTP/1.1" 200 28768
127.0.0.1 - - [30/Jun/2026 15:30:11] "GET /api/v1/study-reports?study_id=study_bceb7cb1de2e HTTP/1.1" 200 21
127.0.0.1 - - [30/Jun/2026 15:30:11] "GET /api/v1/evidence-views?study_id=study_bceb7cb1de2e HTTP/1.1" 200 22
127.0.0.1 - - [30/Jun/2026 15:30:11] "GET /api/v1/decision-logs?study_id=study_bceb7cb1de2e HTTP/1.1" 200 21
127.0.0.1 - - [30/Jun/2026 15:30:11] "GET /api/v1/export-bundles?study_id=study_bceb7cb1de2e HTTP/1.1" 200 22
127.0.0.1 - - [30/Jun/2026 15:30:11] "GET /api/v1/share-bundles?study_id=study_bceb7cb1de2e HTTP/1.1" 200 21
127.0.0.1 - - [30/Jun/2026 15:30:11] "GET /api/v1/session HTTP/1.1" 200 7162
127.0.0.1 - - [30/Jun/2026 15:30:11] "GET /api/v1/session HTTP/1.1" 200 7162
127.0.0.1 - - [30/Jun/2026 15:30:11] "GET /api/v1/projects HTTP/1.1" 200 655
127.0.0.1 - - [30/Jun/2026 15:30:11] "GET /api/v1/session HTTP/1.1" 200 7162
127.0.0.1 - - [30/Jun/2026 15:30:12] "POST /api/v1/studies/study_bceb7cb1de2e/frontline-plan-proposals HTTP/1.1" 201 165980
127.0.0.1 - - [30/Jun/2026 15:30:12] "GET /api/v1/projects HTTP/1.1" 200 655
127.0.0.1 - - [30/Jun/2026 15:30:12] "GET /api/v1/studies HTTP/1.1" 200 136648
127.0.0.1 - - [30/Jun/2026 15:30:12] "GET /api/v1/session HTTP/1.1" 200 7162
127.0.0.1 - - [30/Jun/2026 15:30:12] "GET /api/v1/projects HTTP/1.1" 200 655
127.0.0.1 - - [30/Jun/2026 15:30:12] "GET /api/v1/studies HTTP/1.1" 200 136648
127.0.0.1 - - [30/Jun/2026 15:30:12] "GET /api/v1/projects HTTP/1.1" 200 655
127.0.0.1 - - [30/Jun/2026 15:30:12] "GET /api/v1/studies HTTP/1.1" 200 136648
127.0.0.1 - - [30/Jun/2026 15:30:12] "GET /api/v1/validation-jobs HTTP/1.1" 200 12
127.0.0.1 - - [30/Jun/2026 15:30:12] "GET /api/v1/studies HTTP/1.1" 200 136648
127.0.0.1 - - [30/Jun/2026 15:30:12] "GET /api/v1/validation-jobs HTTP/1.1" 200 12
127.0.0.1 - - [30/Jun/2026 15:30:12] "GET /api/v1/persona-library?panel_type=mainstream&sample_size=3&random_seed=17 HTTP/1.1" 200 28768
127.0.0.1 - - [30/Jun/2026 15:30:12] "GET /api/v1/validation-jobs HTTP/1.1" 200 12
127.0.0.1 - - [30/Jun/2026 15:30:12] "GET /api/v1/persona-library?panel_type=mainstream&sample_size=3&random_seed=17 HTTP/1.1" 200 28768
127.0.0.1 - - [30/Jun/2026 15:30:12] "GET /api/v1/study-reports?study_id=study_bceb7cb1de2e HTTP/1.1" 200 21
127.0.0.1 - - [30/Jun/2026 15:30:12] "GET /api/v1/evidence-views?study_id=study_bceb7cb1de2e HTTP/1.1" 200 22
127.0.0.1 - - [30/Jun/2026 15:30:13] "GET /api/v1/decision-logs?study_id=study_bceb7cb1de2e HTTP/1.1" 200 21
127.0.0.1 - - [30/Jun/2026 15:30:13] "GET /api/v1/export-bundles?study_id=study_bceb7cb1de2e HTTP/1.1" 200 22
127.0.0.1 - - [30/Jun/2026 15:30:13] "GET /api/v1/share-bundles?study_id=study_bceb7cb1de2e HTTP/1.1" 200 21
127.0.0.1 - - [30/Jun/2026 15:30:13] "GET /api/v1/persona-library?panel_type=mainstream&sample_size=3&random_seed=17 HTTP/1.1" 200 28768
127.0.0.1 - - [30/Jun/2026 15:30:13] "GET /api/v1/study-reports?study_id=study_bceb7cb1de2e HTTP/1.1" 200 21
127.0.0.1 - - [30/Jun/2026 15:30:13] "GET /api/v1/evidence-views?study_id=study_bceb7cb1de2e HTTP/1.1" 200 22
127.0.0.1 - - [30/Jun/2026 15:30:13] "GET /api/v1/decision-logs?study_id=study_bceb7cb1de2e HTTP/1.1" 200 21
127.0.0.1 - - [30/Jun/2026 15:30:13] "GET /api/v1/export-bundles?study_id=study_bceb7cb1de2e HTTP/1.1" 200 22
127.0.0.1 - - [30/Jun/2026 15:30:13] "GET /api/v1/share-bundles?study_id=study_bceb7cb1de2e HTTP/1.1" 200 21
127.0.0.1 - - [30/Jun/2026 15:30:13] "GET /api/v1/study-reports?study_id=study_bceb7cb1de2e HTTP/1.1" 200 21
127.0.0.1 - - [30/Jun/2026 15:30:13] "GET /api/v1/evidence-views?study_id=study_bceb7cb1de2e HTTP/1.1" 200 22
127.0.0.1 - - [30/Jun/2026 15:30:13] "GET /api/v1/decision-logs?study_id=study_bceb7cb1de2e HTTP/1.1" 200 21
127.0.0.1 - - [30/Jun/2026 15:30:13] "GET /api/v1/export-bundles?study_id=study_bceb7cb1de2e HTTP/1.1" 200 22
127.0.0.1 - - [30/Jun/2026 15:30:13] "GET /api/v1/share-bundles?study_id=study_bceb7cb1de2e HTTP/1.1" 200 21
127.0.0.1 - - [30/Jun/2026 15:30:13] "POST /api/v1/studies/study_bceb7cb1de2e/frontline-plan-revisions HTTP/1.1" 201 184582
127.0.0.1 - - [30/Jun/2026 15:30:13] "GET /api/v1/session HTTP/1.1" 200 7162
127.0.0.1 - - [30/Jun/2026 15:30:13] "GET /api/v1/projects HTTP/1.1" 200 655
127.0.0.1 - - [30/Jun/2026 15:30:13] "GET /api/v1/studies HTTP/1.1" 200 169193
127.0.0.1 - - [30/Jun/2026 15:30:13] "GET /api/v1/validation-jobs HTTP/1.1" 200 12
127.0.0.1 - - [30/Jun/2026 15:30:13] "GET /api/v1/persona-library?panel_type=mainstream&sample_size=3&random_seed=17 HTTP/1.1" 200 28768
127.0.0.1 - - [30/Jun/2026 15:30:14] "GET /api/v1/study-reports?study_id=study_bceb7cb1de2e HTTP/1.1" 200 21
127.0.0.1 - - [30/Jun/2026 15:30:14] "GET /api/v1/evidence-views?study_id=study_bceb7cb1de2e HTTP/1.1" 200 22
127.0.0.1 - - [30/Jun/2026 15:30:14] "GET /api/v1/decision-logs?study_id=study_bceb7cb1de2e HTTP/1.1" 200 21
127.0.0.1 - - [30/Jun/2026 15:30:14] "GET /api/v1/export-bundles?study_id=study_bceb7cb1de2e HTTP/1.1" 200 22
127.0.0.1 - - [30/Jun/2026 15:30:14] "GET /api/v1/share-bundles?study_id=study_bceb7cb1de2e HTTP/1.1" 200 21
127.0.0.1 - - [30/Jun/2026 15:30:14] "POST /api/v1/studies/study_bceb7cb1de2e/frontline-runs HTTP/1.1" 202 186570
127.0.0.1 - - [30/Jun/2026 15:30:14] "GET /api/v1/session HTTP/1.1" 200 7162
127.0.0.1 - - [30/Jun/2026 15:30:14] "GET /api/v1/projects HTTP/1.1" 200 655
127.0.0.1 - - [30/Jun/2026 15:30:14] "GET /api/v1/studies HTTP/1.1" 200 169275
127.0.0.1 - - [30/Jun/2026 15:30:14] "GET /api/v1/validation-jobs HTTP/1.1" 200 17026
127.0.0.1 - - [30/Jun/2026 15:30:14] "GET /api/v1/persona-library?panel_type=mainstream&sample_size=3&random_seed=17 HTTP/1.1" 200 28768
127.0.0.1 - - [30/Jun/2026 15:30:14] "GET /api/v1/study-reports?study_id=study_bceb7cb1de2e HTTP/1.1" 200 21
127.0.0.1 - - [30/Jun/2026 15:30:14] "GET /api/v1/evidence-views?study_id=study_bceb7cb1de2e HTTP/1.1" 200 22
127.0.0.1 - - [30/Jun/2026 15:30:14] "GET /api/v1/decision-logs?study_id=study_bceb7cb1de2e HTTP/1.1" 200 21
127.0.0.1 - - [30/Jun/2026 15:30:14] "GET /api/v1/export-bundles?study_id=study_bceb7cb1de2e HTTP/1.1" 200 22
127.0.0.1 - - [30/Jun/2026 15:30:14] "GET /api/v1/share-bundles?study_id=study_bceb7cb1de2e HTTP/1.1" 200 21
127.0.0.1 - - [30/Jun/2026 15:30:15] "GET /api/v1/evidence-query?job_id=job_20260630_073014_181b38d7&query_text=&active_family=all&sort_by=relevance HTTP/1.1" 200 7528
127.0.0.1 - - [30/Jun/2026 15:30:15] "GET /studio/studies/study_bceb7cb1de2e/runs HTTP/1.1" 200 709
127.0.0.1 - - [30/Jun/2026 15:30:15] "GET /app-static/frontend/frontline_research_studio/dist/assets/frontline-research-studio.js HTTP/1.1" 200 220806
127.0.0.1 - - [30/Jun/2026 15:30:15] "GET /app-static/frontend/frontline_research_studio/dist/assets/frontline-research-studio.css HTTP/1.1" 200 12295
127.0.0.1 - - [30/Jun/2026 15:30:15] "GET /api/v1/session HTTP/1.1" 200 7162
127.0.0.1 - - [30/Jun/2026 15:30:15] "GET /api/v1/projects HTTP/1.1" 200 655
127.0.0.1 - - [30/Jun/2026 15:30:15] "GET /api/v1/studies HTTP/1.1" 200 169337
127.0.0.1 - - [30/Jun/2026 15:30:16] "GET /api/v1/validation-jobs HTTP/1.1" 200 17457
127.0.0.1 - - [30/Jun/2026 15:30:16] "GET /api/v1/persona-library?panel_type=mainstream&sample_size=3&random_seed=17 HTTP/1.1" 200 28768
127.0.0.1 - - [30/Jun/2026 15:30:16] "GET /api/v1/study-reports?study_id=study_bceb7cb1de2e HTTP/1.1" 200 21
127.0.0.1 - - [30/Jun/2026 15:30:16] "GET /api/v1/evidence-views?study_id=study_bceb7cb1de2e HTTP/1.1" 200 22
127.0.0.1 - - [30/Jun/2026 15:30:16] "GET /api/v1/decision-logs?study_id=study_bceb7cb1de2e HTTP/1.1" 200 21
127.0.0.1 - - [30/Jun/2026 15:30:16] "GET /api/v1/export-bundles?study_id=study_bceb7cb1de2e HTTP/1.1" 200 22
127.0.0.1 - - [30/Jun/2026 15:30:16] "GET /api/v1/share-bundles?study_id=study_bceb7cb1de2e HTTP/1.1" 200 21
127.0.0.1 - - [30/Jun/2026 15:30:16] "GET /api/v1/evidence-query?job_id=job_20260630_073014_181b38d7&query_text=&active_family=all&sort_by=relevance HTTP/1.1" 200 41191
127.0.0.1 - - [30/Jun/2026 15:30:16] "GET /api/v1/session HTTP/1.1" 200 7162
127.0.0.1 - - [30/Jun/2026 15:30:16] "GET /api/v1/session HTTP/1.1" 200 7162
127.0.0.1 - - [30/Jun/2026 15:30:16] "GET /api/v1/projects HTTP/1.1" 200 655
127.0.0.1 - - [30/Jun/2026 15:30:16] "POST /api/v1/evidence-views HTTP/1.1" 201 10311
