127.0.0.1 - - [30/Jun/2026 12:48:44] "GET /api/v1/health HTTP/1.1" 200 439
127.0.0.1 - - [30/Jun/2026 12:48:45] "GET /studio?token=token-frontline-smoke HTTP/1.1" 302 0
127.0.0.1 - - [30/Jun/2026 12:48:45] "GET /studio HTTP/1.1" 200 642
127.0.0.1 - - [30/Jun/2026 12:48:45] "GET /app-static/frontend/frontline_research_studio/dist/assets/frontline-research-studio.js HTTP/1.1" 200 199136
127.0.0.1 - - [30/Jun/2026 12:48:45] "GET /app-static/frontend/frontline_research_studio/dist/assets/frontline-research-studio.css HTTP/1.1" 200 10270
127.0.0.1 - - [30/Jun/2026 12:48:46] "GET /api/v1/session HTTP/1.1" 200 7162
127.0.0.1 - - [30/Jun/2026 12:48:46] "GET /favicon.ico HTTP/1.1" 404 46
127.0.0.1 - - [30/Jun/2026 12:48:46] "GET /api/v1/projects HTTP/1.1" 200 16
127.0.0.1 - - [30/Jun/2026 12:48:46] "GET /api/v1/studies HTTP/1.1" 200 15
127.0.0.1 - - [30/Jun/2026 12:48:46] "GET /api/v1/validation-jobs HTTP/1.1" 200 12
127.0.0.1 - - [30/Jun/2026 12:48:46] "GET /api/v1/session HTTP/1.1" 200 7162
127.0.0.1 - - [30/Jun/2026 12:48:46] "GET /api/v1/projects HTTP/1.1" 200 16
127.0.0.1 - - [30/Jun/2026 12:48:46] "GET /api/v1/studies HTTP/1.1" 200 15
127.0.0.1 - - [30/Jun/2026 12:48:46] "GET /api/v1/validation-jobs HTTP/1.1" 200 12
127.0.0.1 - - [30/Jun/2026 12:48:46] "GET /studio/studies/new HTTP/1.1" 200 654
127.0.0.1 - - [30/Jun/2026 12:48:46] "GET /app-static/frontend/frontline_research_studio/dist/assets/frontline-research-studio.js HTTP/1.1" 200 199136
127.0.0.1 - - [30/Jun/2026 12:48:46] "GET /app-static/frontend/frontline_research_studio/dist/assets/frontline-research-studio.css HTTP/1.1" 200 10270
127.0.0.1 - - [30/Jun/2026 12:48:46] "GET /api/v1/session HTTP/1.1" 200 7162
127.0.0.1 - - [30/Jun/2026 12:48:46] "GET /api/v1/projects HTTP/1.1" 200 16
127.0.0.1 - - [30/Jun/2026 12:48:47] "GET /api/v1/studies HTTP/1.1" 200 15
