127.0.0.1 - - [02/Jul/2026 01:18:48] "GET /api/v1/health HTTP/1.1" 200 439
127.0.0.1 - - [02/Jul/2026 01:18:49] "GET /studio?token=token-frontline-smoke HTTP/1.1" 302 0
127.0.0.1 - - [02/Jul/2026 01:18:49] "GET /studio HTTP/1.1" 200 642
127.0.0.1 - - [02/Jul/2026 01:18:49] "GET /app-static/frontend/frontline_research_studio/dist/assets/frontline-research-studio.css HTTP/1.1" 200 14977
127.0.0.1 - - [02/Jul/2026 01:18:49] "GET /app-static/frontend/frontline_research_studio/dist/assets/frontline-research-studio.js HTTP/1.1" 200 282574
127.0.0.1 - - [02/Jul/2026 01:18:49] "GET /favicon.ico HTTP/1.1" 404 46
127.0.0.1 - - [02/Jul/2026 01:18:49] "GET /api/v1/studies HTTP/1.1" 200 15
127.0.0.1 - - [02/Jul/2026 01:18:49] "GET /api/v1/projects HTTP/1.1" 200 16
127.0.0.1 - - [02/Jul/2026 01:18:49] "GET /api/v1/validation-jobs HTTP/1.1" 200 12
127.0.0.1 - - [02/Jul/2026 01:18:49] "GET /api/v1/session HTTP/1.1" 200 7162
127.0.0.1 - - [02/Jul/2026 01:18:50] "GET /api/v1/validation-jobs HTTP/1.1" 200 12
127.0.0.1 - - [02/Jul/2026 01:18:50] "GET /studio/studies/new HTTP/1.1" 200 654
127.0.0.1 - - [02/Jul/2026 01:18:50] "GET /api/v1/studies HTTP/1.1" 200 15
127.0.0.1 - - [02/Jul/2026 01:18:50] "GET /app-static/frontend/frontline_research_studio/dist/assets/frontline-research-studio.js HTTP/1.1" 200 282574
127.0.0.1 - - [02/Jul/2026 01:18:50] "GET /app-static/frontend/frontline_research_studio/dist/assets/frontline-research-studio.css HTTP/1.1" 200 14977
127.0.0.1 - - [02/Jul/2026 01:18:50] "GET /api/v1/session HTTP/1.1" 200 7162
127.0.0.1 - - [02/Jul/2026 01:18:50] "GET /api/v1/projects HTTP/1.1" 200 16
127.0.0.1 - - [02/Jul/2026 01:18:50] "GET /api/v1/studies HTTP/1.1" 200 15
127.0.0.1 - - [02/Jul/2026 01:18:50] "GET /api/v1/projects HTTP/1.1" 200 16
127.0.0.1 - - [02/Jul/2026 01:18:50] "GET /api/v1/persona-library?panel_type=mainstream&sample_size=3&random_seed=17 HTTP/1.1" 200 9099
127.0.0.1 - - [02/Jul/2026 01:18:50] "GET /api/v1/validation-jobs HTTP/1.1" 200 12
127.0.0.1 - - [02/Jul/2026 01:18:50] "GET /api/v1/session HTTP/1.1" 200 7162
127.0.0.1 - - [02/Jul/2026 01:18:50] "POST /api/v1/projects HTTP/1.1" 201 636
127.0.0.1 - - [02/Jul/2026 01:18:50] "POST /api/v1/studies HTTP/1.1" 201 16925
127.0.0.1 - - [02/Jul/2026 01:18:50] "GET /api/v1/persona-library?panel_type=mainstream&sample_size=3&random_seed=17 HTTP/1.1" 200 9099
127.0.0.1 - - [02/Jul/2026 01:18:50] "GET /api/v1/validation-jobs HTTP/1.1" 200 12
127.0.0.1 - - [02/Jul/2026 01:18:50] "GET /api/v1/session HTTP/1.1" 200 7162
127.0.0.1 - - [02/Jul/2026 01:18:50] "GET /api/v1/studies/study_124ccfd83405 HTTP/1.1" 200 16925
127.0.0.1 - - [02/Jul/2026 01:18:50] "GET /api/v1/projects HTTP/1.1" 200 655
127.0.0.1 - - [02/Jul/2026 01:18:50] "GET /api/v1/studies HTTP/1.1" 200 16929
127.0.0.1 - - [02/Jul/2026 01:18:50] "GET /api/v1/share-bundles?study_id=study_124ccfd83405 HTTP/1.1" 200 21
127.0.0.1 - - [02/Jul/2026 01:18:50] "GET /api/v1/study-reports?study_id=study_124ccfd83405 HTTP/1.1" 200 21
127.0.0.1 - - [02/Jul/2026 01:18:50] "GET /api/v1/evidence-views?study_id=study_124ccfd83405 HTTP/1.1" 200 22
127.0.0.1 - - [02/Jul/2026 01:18:50] "GET /api/v1/decision-logs?study_id=study_124ccfd83405 HTTP/1.1" 200 21
127.0.0.1 - - [02/Jul/2026 01:18:50] "GET /api/v1/export-bundles?study_id=study_124ccfd83405 HTTP/1.1" 200 22
127.0.0.1 - - [02/Jul/2026 01:18:50] "GET /api/v1/validation-jobs HTTP/1.1" 200 12
127.0.0.1 - - [02/Jul/2026 01:18:51] "GET /api/v1/validation-jobs HTTP/1.1" 200 12
127.0.0.1 - - [02/Jul/2026 01:18:51] "GET /api/v1/studies HTTP/1.1" 200 16929
127.0.0.1 - - [02/Jul/2026 01:18:51] "GET /api/v1/projects HTTP/1.1" 200 655
127.0.0.1 - - [02/Jul/2026 01:18:51] "GET /api/v1/session HTTP/1.1" 200 7162
127.0.0.1 - - [02/Jul/2026 01:18:51] "GET /api/v1/persona-library?panel_type=mainstream&sample_size=3&random_seed=17 HTTP/1.1" 200 9099
127.0.0.1 - - [02/Jul/2026 01:18:51] "GET /api/v1/studies/study_124ccfd83405 HTTP/1.1" 200 16925
127.0.0.1 - - [02/Jul/2026 01:18:51] "GET /api/v1/session HTTP/1.1" 200 7162
127.0.0.1 - - [02/Jul/2026 01:18:51] "GET /api/v1/validation-jobs HTTP/1.1" 200 12
127.0.0.1 - - [02/Jul/2026 01:18:51] "GET /api/v1/projects HTTP/1.1" 200 655
127.0.0.1 - - [02/Jul/2026 01:18:51] "GET /api/v1/studies/study_124ccfd83405 HTTP/1.1" 200 16925
127.0.0.1 - - [02/Jul/2026 01:18:51] "GET /api/v1/studies HTTP/1.1" 200 16929
127.0.0.1 - - [02/Jul/2026 01:18:51] "GET /api/v1/session HTTP/1.1" 200 7162
127.0.0.1 - - [02/Jul/2026 01:18:51] "POST /api/v1/persona-library/generation-jobs HTTP/1.1" 201 2502
127.0.0.1 - - [02/Jul/2026 01:18:51] "GET /api/v1/projects HTTP/1.1" 200 655
127.0.0.1 - - [02/Jul/2026 01:18:51] "GET /api/v1/study-reports?study_id=study_124ccfd83405 HTTP/1.1" 200 21
127.0.0.1 - - [02/Jul/2026 01:18:51] "GET /api/v1/decision-logs?study_id=study_124ccfd83405 HTTP/1.1" 200 21
127.0.0.1 - - [02/Jul/2026 01:18:51] "GET /api/v1/export-bundles?study_id=study_124ccfd83405 HTTP/1.1" 200 22
127.0.0.1 - - [02/Jul/2026 01:18:51] "GET /api/v1/evidence-views?study_id=study_124ccfd83405 HTTP/1.1" 200 22
127.0.0.1 - - [02/Jul/2026 01:18:51] "GET /api/v1/studies HTTP/1.1" 200 16929
127.0.0.1 - - [02/Jul/2026 01:18:51] "GET /api/v1/share-bundles?study_id=study_124ccfd83405 HTTP/1.1" 200 21
127.0.0.1 - - [02/Jul/2026 01:18:51] "GET /api/v1/validation-jobs HTTP/1.1" 200 12
127.0.0.1 - - [02/Jul/2026 01:18:51] "GET /api/v1/persona-library?panel_type=mainstream&sample_size=3&random_seed=17 HTTP/1.1" 200 43468
127.0.0.1 - - [02/Jul/2026 01:18:51] "GET /api/v1/studies/study_124ccfd83405 HTTP/1.1" 200 16925
127.0.0.1 - - [02/Jul/2026 01:18:51] "GET /api/v1/study-reports?study_id=study_124ccfd83405 HTTP/1.1" 200 21
127.0.0.1 - - [02/Jul/2026 01:18:51] "GET /api/v1/session HTTP/1.1" 200 7162
127.0.0.1 - - [02/Jul/2026 01:18:51] "GET /api/v1/evidence-views?study_id=study_124ccfd83405 HTTP/1.1" 200 22
127.0.0.1 - - [02/Jul/2026 01:18:51] "GET /api/v1/projects HTTP/1.1" 200 655
127.0.0.1 - - [02/Jul/2026 01:18:51] "GET /api/v1/export-bundles?study_id=study_124ccfd83405 HTTP/1.1" 200 22
127.0.0.1 - - [02/Jul/2026 01:18:51] "GET /api/v1/decision-logs?study_id=study_124ccfd83405 HTTP/1.1" 200 21
127.0.0.1 - - [02/Jul/2026 01:18:51] "GET /api/v1/studies HTTP/1.1" 200 16929
127.0.0.1 - - [02/Jul/2026 01:18:51] "GET /api/v1/share-bundles?study_id=study_124ccfd83405 HTTP/1.1" 200 21
127.0.0.1 - - [02/Jul/2026 01:18:51] "GET /api/v1/decision-logs?study_id=study_124ccfd83405 HTTP/1.1" 200 21
127.0.0.1 - - [02/Jul/2026 01:18:51] "GET /api/v1/export-bundles?study_id=study_124ccfd83405 HTTP/1.1" 200 22
127.0.0.1 - - [02/Jul/2026 01:18:51] "GET /api/v1/evidence-views?study_id=study_124ccfd83405 HTTP/1.1" 200 22
127.0.0.1 - - [02/Jul/2026 01:18:51] "GET /api/v1/share-bundles?study_id=study_124ccfd83405 HTTP/1.1" 200 21
127.0.0.1 - - [02/Jul/2026 01:18:51] "GET /api/v1/study-reports?study_id=study_124ccfd83405 HTTP/1.1" 200 21
127.0.0.1 - - [02/Jul/2026 01:18:52] "POST /api/v1/studies/study_124ccfd83405/frontline-plan-proposals HTTP/1.1" 201 120053
127.0.0.1 - - [02/Jul/2026 01:18:52] "GET /api/v1/session HTTP/1.1" 200 7162
127.0.0.1 - - [02/Jul/2026 01:18:52] "GET /api/v1/validation-jobs HTTP/1.1" 200 12
127.0.0.1 - - [02/Jul/2026 01:18:52] "GET /api/v1/studies HTTP/1.1" 200 98253
127.0.0.1 - - [02/Jul/2026 01:18:52] "GET /api/v1/persona-library?panel_type=mainstream&sample_size=3&random_seed=17 HTTP/1.1" 200 43468
127.0.0.1 - - [02/Jul/2026 01:18:52] "GET /api/v1/studies/study_124ccfd83405 HTTP/1.1" 200 98249
127.0.0.1 - - [02/Jul/2026 01:18:52] "GET /api/v1/projects HTTP/1.1" 200 655
127.0.0.1 - - [02/Jul/2026 01:18:52] "POST /api/v1/studies/study_124ccfd83405/frontline-plan-revisions HTTP/1.1" 201 134889
127.0.0.1 - - [02/Jul/2026 01:18:52] "GET /api/v1/validation-jobs HTTP/1.1" 200 12
127.0.0.1 - - [02/Jul/2026 01:18:52] "GET /api/v1/persona-library?panel_type=mainstream&sample_size=3&random_seed=17 HTTP/1.1" 200 43468
127.0.0.1 - - [02/Jul/2026 01:18:52] "GET /api/v1/studies HTTP/1.1" 200 123266
127.0.0.1 - - [02/Jul/2026 01:18:52] "GET /api/v1/projects HTTP/1.1" 200 655
127.0.0.1 - - [02/Jul/2026 01:18:52] "GET /api/v1/session HTTP/1.1" 200 7162
127.0.0.1 - - [02/Jul/2026 01:18:52] "GET /api/v1/studies/study_124ccfd83405 HTTP/1.1" 200 123262
127.0.0.1 - - [02/Jul/2026 01:18:53] "GET /api/v1/study-reports?study_id=study_124ccfd83405 HTTP/1.1" 200 21
127.0.0.1 - - [02/Jul/2026 01:18:53] "GET /api/v1/decision-logs?study_id=study_124ccfd83405 HTTP/1.1" 200 21
127.0.0.1 - - [02/Jul/2026 01:18:53] "GET /api/v1/evidence-views?study_id=study_124ccfd83405 HTTP/1.1" 200 22
127.0.0.1 - - [02/Jul/2026 01:18:53] "GET /api/v1/share-bundles?study_id=study_124ccfd83405 HTTP/1.1" 200 21
127.0.0.1 - - [02/Jul/2026 01:18:53] "POST /api/v1/studies/study_124ccfd83405/frontline-runs HTTP/1.1" 202 186226
127.0.0.1 - - [02/Jul/2026 01:18:53] "GET /api/v1/export-bundles?study_id=study_124ccfd83405 HTTP/1.1" 200 22
127.0.0.1 - - [02/Jul/2026 01:18:53] "GET /api/v1/validation-jobs HTTP/1.1" 200 62609
127.0.0.1 - - [02/Jul/2026 01:18:53] "GET /api/v1/projects HTTP/1.1" 200 655
127.0.0.1 - - [02/Jul/2026 01:18:53] "GET /api/v1/session HTTP/1.1" 200 7162
127.0.0.1 - - [02/Jul/2026 01:18:53] "GET /api/v1/validation-jobs HTTP/1.1" 200 62609
127.0.0.1 - - [02/Jul/2026 01:18:53] "GET /api/v1/studies HTTP/1.1" 200 123348
127.0.0.1 - - [02/Jul/2026 01:18:53] "GET /api/v1/studies/study_124ccfd83405 HTTP/1.1" 200 123344
127.0.0.1 - - [02/Jul/2026 01:18:53] "GET /api/v1/projects HTTP/1.1" 200 655
127.0.0.1 - - [02/Jul/2026 01:18:53] "GET /api/v1/studies HTTP/1.1" 200 123348
127.0.0.1 - - [02/Jul/2026 01:18:53] "GET /api/v1/session HTTP/1.1" 200 7162
127.0.0.1 - - [02/Jul/2026 01:18:53] "GET /api/v1/study-reports?study_id=study_124ccfd83405 HTTP/1.1" 200 21
127.0.0.1 - - [02/Jul/2026 01:18:53] "GET /api/v1/evidence-views?study_id=study_124ccfd83405 HTTP/1.1" 200 22
127.0.0.1 - - [02/Jul/2026 01:18:53] "GET /api/v1/decision-logs?study_id=study_124ccfd83405 HTTP/1.1" 200 21
127.0.0.1 - - [02/Jul/2026 01:18:53] "GET /api/v1/export-bundles?study_id=study_124ccfd83405 HTTP/1.1" 200 22
127.0.0.1 - - [02/Jul/2026 01:18:53] "GET /api/v1/studies/study_124ccfd83405 HTTP/1.1" 200 123344
127.0.0.1 - - [02/Jul/2026 01:18:53] "GET /api/v1/share-bundles?study_id=study_124ccfd83405 HTTP/1.1" 200 21
127.0.0.1 - - [02/Jul/2026 01:18:53] "GET /api/v1/share-bundles?study_id=study_124ccfd83405 HTTP/1.1" 200 21
127.0.0.1 - - [02/Jul/2026 01:18:53] "GET /api/v1/evidence-views?study_id=study_124ccfd83405 HTTP/1.1" 200 22
127.0.0.1 - - [02/Jul/2026 01:18:53] "GET /api/v1/study-reports?study_id=study_124ccfd83405 HTTP/1.1" 200 21
127.0.0.1 - - [02/Jul/2026 01:18:53] "GET /api/v1/export-bundles?study_id=study_124ccfd83405 HTTP/1.1" 200 22
127.0.0.1 - - [02/Jul/2026 01:18:53] "GET /api/v1/decision-logs?study_id=study_124ccfd83405 HTTP/1.1" 200 21
127.0.0.1 - - [02/Jul/2026 01:18:54] "GET /studio/studies/study_124ccfd83405/runs HTTP/1.1" 200 709
127.0.0.1 - - [02/Jul/2026 01:18:54] "GET /app-static/frontend/frontline_research_studio/dist/assets/frontline-research-studio.css HTTP/1.1" 200 14977
127.0.0.1 - - [02/Jul/2026 01:18:54] "GET /app-static/frontend/frontline_research_studio/dist/assets/frontline-research-studio.js HTTP/1.1" 200 282574
127.0.0.1 - - [02/Jul/2026 01:18:54] "GET /api/v1/study-reports?study_id=study_124ccfd83405 HTTP/1.1" 200 21
127.0.0.1 - - [02/Jul/2026 01:18:54] "GET /api/v1/decision-logs?study_id=study_124ccfd83405 HTTP/1.1" 200 21
127.0.0.1 - - [02/Jul/2026 01:18:54] "GET /api/v1/export-bundles?study_id=study_124ccfd83405 HTTP/1.1" 200 22
127.0.0.1 - - [02/Jul/2026 01:18:54] "GET /api/v1/share-bundles?study_id=study_124ccfd83405 HTTP/1.1" 200 21
127.0.0.1 - - [02/Jul/2026 01:18:54] "GET /api/v1/validation-jobs HTTP/1.1" 200 63040
127.0.0.1 - - [02/Jul/2026 01:18:54] "GET /api/v1/evidence-views?study_id=study_124ccfd83405 HTTP/1.1" 200 22
127.0.0.1 - - [02/Jul/2026 01:18:54] "GET /api/v1/session HTTP/1.1" 200 7162
127.0.0.1 - - [02/Jul/2026 01:18:54] "GET /api/v1/studies/study_124ccfd83405 HTTP/1.1" 200 123406
127.0.0.1 - - [02/Jul/2026 01:18:54] "GET /api/v1/studies HTTP/1.1" 200 123410
127.0.0.1 - - [02/Jul/2026 01:18:54] "GET /api/v1/projects HTTP/1.1" 200 655
127.0.0.1 - - [02/Jul/2026 01:18:54] "GET /api/v1/study-reports?study_id=study_124ccfd83405 HTTP/1.1" 200 21
127.0.0.1 - - [02/Jul/2026 01:18:54] "GET /api/v1/evidence-views?study_id=study_124ccfd83405 HTTP/1.1" 200 22
127.0.0.1 - - [02/Jul/2026 01:18:54] "GET /api/v1/decision-logs?study_id=study_124ccfd83405 HTTP/1.1" 200 21
