127.0.0.1 - - [01/Jul/2026 11:50:18] "GET /api/v1/health HTTP/1.1" 200 439
127.0.0.1 - - [01/Jul/2026 11:50:19] "GET /studio?token=token-frontline-smoke HTTP/1.1" 302 0
127.0.0.1 - - [01/Jul/2026 11:50:19] "GET /studio HTTP/1.1" 200 642
127.0.0.1 - - [01/Jul/2026 11:50:19] "GET /app-static/frontend/frontline_research_studio/dist/assets/frontline-research-studio.js HTTP/1.1" 200 228096
127.0.0.1 - - [01/Jul/2026 11:50:19] "GET /app-static/frontend/frontline_research_studio/dist/assets/frontline-research-studio.css HTTP/1.1" 200 14240
127.0.0.1 - - [01/Jul/2026 11:50:19] "GET /api/v1/session HTTP/1.1" 200 7162
127.0.0.1 - - [01/Jul/2026 11:50:19] "GET /api/v1/projects HTTP/1.1" 200 16
127.0.0.1 - - [01/Jul/2026 11:50:19] "GET /api/v1/studies HTTP/1.1" 200 15
127.0.0.1 - - [01/Jul/2026 11:50:19] "GET /api/v1/validation-jobs HTTP/1.1" 200 12
127.0.0.1 - - [01/Jul/2026 11:50:19] "GET /favicon.ico HTTP/1.1" 404 46
127.0.0.1 - - [01/Jul/2026 11:50:19] "GET /api/v1/session HTTP/1.1" 200 7162
127.0.0.1 - - [01/Jul/2026 11:50:19] "GET /api/v1/projects HTTP/1.1" 200 16
127.0.0.1 - - [01/Jul/2026 11:50:19] "GET /api/v1/studies HTTP/1.1" 200 15
127.0.0.1 - - [01/Jul/2026 11:50:19] "GET /api/v1/validation-jobs HTTP/1.1" 200 12
127.0.0.1 - - [01/Jul/2026 11:50:19] "GET /studio/studies/new HTTP/1.1" 200 654
127.0.0.1 - - [01/Jul/2026 11:50:19] "GET /app-static/frontend/frontline_research_studio/dist/assets/frontline-research-studio.js HTTP/1.1" 200 228096
127.0.0.1 - - [01/Jul/2026 11:50:19] "GET /app-static/frontend/frontline_research_studio/dist/assets/frontline-research-studio.css HTTP/1.1" 200 14240
127.0.0.1 - - [01/Jul/2026 11:50:20] "GET /api/v1/session HTTP/1.1" 200 7162
127.0.0.1 - - [01/Jul/2026 11:50:20] "GET /api/v1/projects HTTP/1.1" 200 16
127.0.0.1 - - [01/Jul/2026 11:50:20] "GET /api/v1/studies HTTP/1.1" 200 15
127.0.0.1 - - [01/Jul/2026 11:50:20] "GET /api/v1/validation-jobs HTTP/1.1" 200 12
127.0.0.1 - - [01/Jul/2026 11:50:20] "GET /api/v1/persona-library?panel_type=mainstream&sample_size=3&random_seed=17 HTTP/1.1" 200 8839
127.0.0.1 - - [01/Jul/2026 11:50:20] "POST /api/v1/projects HTTP/1.1" 201 636
127.0.0.1 - - [01/Jul/2026 11:50:20] "POST /api/v1/studies HTTP/1.1" 201 16925
127.0.0.1 - - [01/Jul/2026 11:50:20] "GET /api/v1/session HTTP/1.1" 200 7162
127.0.0.1 - - [01/Jul/2026 11:50:20] "GET /api/v1/projects HTTP/1.1" 200 655
127.0.0.1 - - [01/Jul/2026 11:50:20] "GET /api/v1/studies HTTP/1.1" 200 16929
127.0.0.1 - - [01/Jul/2026 11:50:20] "GET /api/v1/validation-jobs HTTP/1.1" 200 12
127.0.0.1 - - [01/Jul/2026 11:50:20] "GET /api/v1/persona-library?panel_type=mainstream&sample_size=3&random_seed=17 HTTP/1.1" 200 8839
127.0.0.1 - - [01/Jul/2026 11:50:20] "GET /api/v1/study-reports?study_id=study_d2e4abe1e1eb HTTP/1.1" 200 21
127.0.0.1 - - [01/Jul/2026 11:50:21] "GET /api/v1/evidence-views?study_id=study_d2e4abe1e1eb HTTP/1.1" 200 22
127.0.0.1 - - [01/Jul/2026 11:50:21] "GET /api/v1/decision-logs?study_id=study_d2e4abe1e1eb HTTP/1.1" 200 21
127.0.0.1 - - [01/Jul/2026 11:50:21] "GET /api/v1/export-bundles?study_id=study_d2e4abe1e1eb HTTP/1.1" 200 22
127.0.0.1 - - [01/Jul/2026 11:50:21] "GET /api/v1/share-bundles?study_id=study_d2e4abe1e1eb HTTP/1.1" 200 21
127.0.0.1 - - [01/Jul/2026 11:50:21] "GET /api/v1/session HTTP/1.1" 200 7162
127.0.0.1 - - [01/Jul/2026 11:50:21] "GET /api/v1/projects HTTP/1.1" 200 655
127.0.0.1 - - [01/Jul/2026 11:50:21] "GET /api/v1/studies HTTP/1.1" 200 16929
127.0.0.1 - - [01/Jul/2026 11:50:21] "GET /api/v1/validation-jobs HTTP/1.1" 200 12
127.0.0.1 - - [01/Jul/2026 11:50:21] "GET /api/v1/persona-library?panel_type=mainstream&sample_size=3&random_seed=17 HTTP/1.1" 200 8839
127.0.0.1 - - [01/Jul/2026 11:50:21] "GET /api/v1/session HTTP/1.1" 200 7162
127.0.0.1 - - [01/Jul/2026 11:50:22] "POST /api/v1/persona-library/generation-jobs HTTP/1.1" 201 2502
127.0.0.1 - - [01/Jul/2026 11:50:22] "GET /api/v1/projects HTTP/1.1" 200 655
127.0.0.1 - - [01/Jul/2026 11:50:22] "GET /api/v1/studies HTTP/1.1" 200 16929
127.0.0.1 - - [01/Jul/2026 11:50:22] "GET /api/v1/validation-jobs HTTP/1.1" 200 12
127.0.0.1 - - [01/Jul/2026 11:50:22] "GET /api/v1/session HTTP/1.1" 200 7162
127.0.0.1 - - [01/Jul/2026 11:50:22] "GET /api/v1/persona-library?panel_type=mainstream&sample_size=3&random_seed=17 HTTP/1.1" 200 42846
127.0.0.1 - - [01/Jul/2026 11:50:22] "GET /api/v1/projects HTTP/1.1" 200 655
127.0.0.1 - - [01/Jul/2026 11:50:22] "GET /api/v1/studies HTTP/1.1" 200 16929
127.0.0.1 - - [01/Jul/2026 11:50:22] "GET /api/v1/validation-jobs HTTP/1.1" 200 12
127.0.0.1 - - [01/Jul/2026 11:50:22] "GET /api/v1/study-reports?study_id=study_d2e4abe1e1eb HTTP/1.1" 200 21
127.0.0.1 - - [01/Jul/2026 11:50:22] "GET /api/v1/evidence-views?study_id=study_d2e4abe1e1eb HTTP/1.1" 200 22
127.0.0.1 - - [01/Jul/2026 11:50:22] "GET /api/v1/decision-logs?study_id=study_d2e4abe1e1eb HTTP/1.1" 200 21
127.0.0.1 - - [01/Jul/2026 11:50:22] "GET /api/v1/export-bundles?study_id=study_d2e4abe1e1eb HTTP/1.1" 200 22
127.0.0.1 - - [01/Jul/2026 11:50:22] "GET /api/v1/share-bundles?study_id=study_d2e4abe1e1eb HTTP/1.1" 200 21
127.0.0.1 - - [01/Jul/2026 11:50:22] "GET /api/v1/session HTTP/1.1" 200 7162
127.0.0.1 - - [01/Jul/2026 11:50:22] "GET /api/v1/projects HTTP/1.1" 200 655
127.0.0.1 - - [01/Jul/2026 11:50:23] "GET /api/v1/studies HTTP/1.1" 200 16929
127.0.0.1 - - [01/Jul/2026 11:50:23] "GET /api/v1/validation-jobs HTTP/1.1" 200 12
127.0.0.1 - - [01/Jul/2026 11:50:23] "GET /api/v1/study-reports?study_id=study_d2e4abe1e1eb HTTP/1.1" 200 21
127.0.0.1 - - [01/Jul/2026 11:50:23] "GET /api/v1/evidence-views?study_id=study_d2e4abe1e1eb HTTP/1.1" 200 22
127.0.0.1 - - [01/Jul/2026 11:50:23] "GET /api/v1/decision-logs?study_id=study_d2e4abe1e1eb HTTP/1.1" 200 21
127.0.0.1 - - [01/Jul/2026 11:50:23] "GET /api/v1/export-bundles?study_id=study_d2e4abe1e1eb HTTP/1.1" 200 22
127.0.0.1 - - [01/Jul/2026 11:50:23] "GET /api/v1/share-bundles?study_id=study_d2e4abe1e1eb HTTP/1.1" 200 21
127.0.0.1 - - [01/Jul/2026 11:50:23] "GET /api/v1/study-reports?study_id=study_d2e4abe1e1eb HTTP/1.1" 200 21
127.0.0.1 - - [01/Jul/2026 11:50:23] "GET /api/v1/evidence-views?study_id=study_d2e4abe1e1eb HTTP/1.1" 200 22
127.0.0.1 - - [01/Jul/2026 11:50:23] "GET /api/v1/decision-logs?study_id=study_d2e4abe1e1eb HTTP/1.1" 200 21
127.0.0.1 - - [01/Jul/2026 11:50:23] "GET /api/v1/export-bundles?study_id=study_d2e4abe1e1eb HTTP/1.1" 200 22
127.0.0.1 - - [01/Jul/2026 11:50:23] "GET /api/v1/share-bundles?study_id=study_d2e4abe1e1eb HTTP/1.1" 200 21
127.0.0.1 - - [01/Jul/2026 11:50:23] "POST /api/v1/studies/study_d2e4abe1e1eb/frontline-plan-proposals HTTP/1.1" 201 118993
127.0.0.1 - - [01/Jul/2026 11:50:24] "GET /api/v1/session HTTP/1.1" 200 7162
127.0.0.1 - - [01/Jul/2026 11:50:24] "GET /api/v1/projects HTTP/1.1" 200 655
127.0.0.1 - - [01/Jul/2026 11:50:24] "GET /api/v1/studies HTTP/1.1" 200 97405
127.0.0.1 - - [01/Jul/2026 11:50:24] "GET /api/v1/validation-jobs HTTP/1.1" 200 12
127.0.0.1 - - [01/Jul/2026 11:50:24] "GET /api/v1/persona-library?panel_type=mainstream&sample_size=3&random_seed=17 HTTP/1.1" 200 42846
127.0.0.1 - - [01/Jul/2026 11:50:24] "POST /api/v1/studies/study_d2e4abe1e1eb/frontline-plan-revisions HTTP/1.1" 201 133723
127.0.0.1 - - [01/Jul/2026 11:50:24] "GET /api/v1/study-reports?study_id=study_d2e4abe1e1eb HTTP/1.1" 200 21
127.0.0.1 - - [01/Jul/2026 11:50:24] "GET /api/v1/evidence-views?study_id=study_d2e4abe1e1eb HTTP/1.1" 200 22
127.0.0.1 - - [01/Jul/2026 11:50:24] "GET /api/v1/decision-logs?study_id=study_d2e4abe1e1eb HTTP/1.1" 200 21
